Index,ID,TraitVal,TraitUnit,Phylum,Class,Order,Family,Genus,Species,Temp,TempUnit,Label
102,Slobodkin_1997_FE,0.0000513,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,ferrireducens,53.8981,Celsius,Respiration
103,Slobodkin_1997_FE,0.00011616,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,ferrireducens,57.9224,Celsius,Respiration
104,Slobodkin_1997_FE,0.000127204,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,ferrireducens,59.8559,Celsius,Respiration
105,Slobodkin_1997_FE,0.000143099,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,ferrireducens,61.7872,Celsius,Respiration
106,Slobodkin_1997_FE,0.00015195,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,ferrireducens,64.7789,Celsius,Respiration
107,Slobodkin_1997_FE,0.000144478,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,ferrireducens,66.8968,Celsius,Respiration
108,Slobodkin_1997_FE,0.0000471,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,ferrireducens,69.9352,Celsius,Respiration
109,Slobodkin_1997_FE,0.0000339,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,ferrireducens,71.9675,Celsius,Respiration
110,Slobodkin_1997_FE,0.0000229,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,ferrireducens,73.9987,Celsius,Respiration
111,Slobodkin_1997_FE,-4.47E-08,s^-1,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Carboxydothermus,ferrireducens,75.9472,Celsius,Respiration
112,Fig3_A_brierleyi,0.000000155,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,42.039,Celsius,Respiration
113,Fig3_A_brierleyi,0.000000179,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,43.2755,Celsius,Respiration
114,Fig3_A_brierleyi,0.000000206,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,44.7072,Celsius,Respiration
115,Fig3_A_brierleyi,0.000000229,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,46.1388,Celsius,Respiration
